"","ActiveScreener.Id","Time.of.Screening","Title","Authors","Question","List.of.Reviewers","answers"
"3862","7361546","05/13/2021 21:03:19","Public support for wood smoke mitigation policies in south-central Chile","Boso, À, Hofflinger, A. Q., Oltra, C.  et al.","05 potential effects or impact","Sanchez, Luis","Regulatory and Legal"
"3863","7361545","06/01/2021 12:00:03","BREATHING CLEAN AIR OR CHEAPLY HEATING YOUR HOME: AN ENVIRONMENTAL JUSTICE DILEMMA IN CHILEAN PATAGONIA","Boso, A., Hofflinger, A., Garrido, J.  et al.","05 potential effects or impact","Sanchez, Luis","Social and Cultural"
"3864","7361545","06/01/2021 12:00:03","BREATHING CLEAN AIR OR CHEAPLY HEATING YOUR HOME: AN ENVIRONMENTAL JUSTICE DILEMMA IN CHILEAN PATAGONIA","Boso, A., Hofflinger, A., Garrido, J.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3865","7361544","06/22/2021 17:47:41","Narratives of resistance to technological change: Drawing lessons for urban energy transitions in southern Chile","Boso, À, Garrido, J., Álvarez, B.  et al.","05 potential effects or impact","Sanchez, Luis","Social and Cultural"
"3866","7361544","06/22/2021 17:47:41","Narratives of resistance to technological change: Drawing lessons for urban energy transitions in southern Chile","Boso, À, Garrido, J., Álvarez, B.  et al.","05 potential effects or impact","Sanchez, Luis","Regulatory and Legal"
"3867","7361543","06/01/2021 20:35:38","Examining Patterns of Air Quality Perception: A Cluster Analysis for Southern Chilean Cities","Boso, À, Álvarez, B., Oltra, C.  et al.","05 potential effects or impact","Manzano, Carlos","Human health"
"3868","7361542","05/03/2021 21:33:29","Out of sight, out of mind: participatory sensing for monitoring indoor air quality","Boso, À, Álvarez, B., Oltra, C.  et al.","05 potential effects or impact","Sanchez, Luis","Social and Cultural"
"3869","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3870","7361541","05/25/2021 19:15:38","The grass is always greener on my side: A field experiment examining the home halo effect","Boso, A., Álvarez, B., Oltra, C.  et al.","05 potential effects or impact","Sanchez, Luis","Social and Cultural"
"3871","7361540","07/06/2021 15:16:35","Isotopic source signatures for atmospheric lead: The Southern Hemisphere","Bollhöfer, A., Rosman, K. J. R. ","05 potential effects or impact","Sanchez, Luis","Others potential effects or impact"
"3872","7361539","06/15/2021 13:09:13","Assessment of absorbing aerosols on austral spring snow albedo reduction by several basins in the Central Andes of Chile from daily satellite observations (2000-2016) and a case study with the WRF-Chem model","Bolano-Ortiz, T. R., Pascual-Flores, R. M., Lopez-Norena, A. I.  et al.","05 potential effects or impact","Sanchez, Luis","Ecological"
"3873","7361538","05/14/2021 10:14:52","Spread of SARS-CoV-2 through Latin America and the Caribbean region: A look from its economic conditions, climate and air pollution indicators","Bolaño-Ortiz, T. R., Camargo-Caicedo, Y., Puliafito, S. E.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3874","7361536","06/22/2021 17:54:24","Ship-borne aerosol profiling with lidar over the Atlantic Ocean: from pure marine conditions to complex dust-smoke mixtures","Bohlmann, S., Baars, H., Radenz, M.  et al.","05 potential effects or impact","Sanchez, Luis","Ecological"
"3875","7361535","05/11/2021 19:53:59","Ultrafine sea spray aerosol over the southeastern Pacific: open-ocean contributions to marine boundary layer CCN","Blot, R., Clarke, A. D., Freitag, S.  et al.","05 potential effects or impact","Sanchez, Luis","Climate"
"3876","7361533","06/20/2021 17:47:00","A novel methodology for determining low-cost fine particulate matter street sweeping routes","Blazquez, C. A., Beghelh, A., Meneses, V. P. ","05 potential effects or impact","Manzano, Carlos","Economic"
"3877","7361533","06/20/2021 17:47:00","A novel methodology for determining low-cost fine particulate matter street sweeping routes","Blazquez, C. A., Beghelh, A., Meneses, V. P. ","05 potential effects or impact","Manzano, Carlos","Regulatory and Legal"
"3878","7361531","07/21/2021 16:41:23","The relationship between economic growth and biomass energy consumption","Bildirici, M. E. ","05 potential effects or impact","Manzano, Carlos","Economic"
"3879","7361530","06/10/2021 20:30:26","Gray matters: Fetal pollution exposure and human capital formation","Bharadwaj, P., Gibson, M., Zivin, J. G.  et al.","05 potential effects or impact","Manzano, Carlos","Human health"
"3880","7361529","05/14/2021 13:43:04","On the indiscriminate use of imported emission factors in environmental impact assessment: A case study in Chile","Bernal, M. F., Oyarzún, J., Oyarzún, R. ","05 potential effects or impact","Manzano, Carlos","Regulatory and Legal"
"3881","7361528","05/19/2021 23:43:00","Soil and indoor dust as environmental media of human exposure to As, Cd, Cu, and Pb near a copper smelter in central Chile","Berasaluce, M., Mondaca, P., Schuhmacher, M.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3882","7361528","05/19/2021 23:43:00","Soil and indoor dust as environmental media of human exposure to As, Cd, Cu, and Pb near a copper smelter in central Chile","Berasaluce, M., Mondaca, P., Schuhmacher, M.  et al.","05 potential effects or impact","Sanchez, Luis","Regulatory and Legal"
"3883","7361525","05/24/2021 17:50:00","Vulnerability to heat-related mortality in Latin America: A case-crossover study in São Paulo, Brazil, Santiago, Chile and Mexico City, Mexico","Bell, M. L., O'Neill, M. S., Ranjit, N.  et al.","05 potential effects or impact","Manzano, Carlos","Human health"
"3884","7361524","05/03/2021 22:23:20","The avoidable health effects of air pollution in three Latin American cities: Santiago, São Paulo, and Mexico City","Bell, M. L., Davis, D. L., Gouveia, N.  et al.","05 potential effects or impact","Manzano, Carlos","Human health"
"3885","7361523","06/10/2021 18:52:27","Long-range transport of stratospheric aerosols in the Southern Hemisphere following the 2015 Calbuco eruption","Begue, N., Vignelles, D., Berthet, G.  et al.","05 potential effects or impact","Sanchez, Luis","Ecological"
"3886","7361523","06/10/2021 18:52:27","Long-range transport of stratospheric aerosols in the Southern Hemisphere following the 2015 Calbuco eruption","Begue, N., Vignelles, D., Berthet, G.  et al.","05 potential effects or impact","Sanchez, Luis","Climate"
"3887","7361522","05/25/2021 23:50:12","Life quality disparity: Analysis of indoor comfort gaps for Chilean households","Becerra, M., Jerez, A., Valenzuela, M.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3888","7361522","05/25/2021 23:50:12","Life quality disparity: Analysis of indoor comfort gaps for Chilean households","Becerra, M., Jerez, A., Valenzuela, M.  et al.","05 potential effects or impact","Sanchez, Luis","Social and Cultural"
"3889","7361520","06/10/2021 21:16:56","Efectos de la contaminación atmosférica por material particulado en las enfermedades respiratorias agudas en menores de 5 años","Barrios Casas, Sara, Peña-Cortés, Fernando, Osses Bustingorry, Sonia ","05 potential effects or impact","Manzano, Carlos","Human health"
"3890","7361519","06/28/2021 23:57:00","Contaminación intradomiciliaria por material particulado fino (MP2,5) en hogares de recién nacidos","Barría, René Mauricio, Calvo, Mario, Pino, Paulina ","05 potential effects or impact","Toro, Richard","Human health"
"3891","7361517","06/22/2021 14:32:56","Intraseasonal variability of surface ozone in Santiago, Chile: Modulation by phase of the Madden-Julian Oscillation (MJO)","Barrett, B. S., Fitzmaurice, S. J., Pritchard, S. R. ","05 potential effects or impact","Sanchez, Luis","Climate"
"3892","7361516","06/09/2021 17:22:42","Major atmospheric particulate matter sources for glaciers in Coquimbo Region, Chile","Barraza, F., Lambert, F., MacDonell, S.  et al.","05 potential effects or impact","Sanchez, Luis","Ecological"
"3893","7361515","05/10/2021 17:23:44","Temporal evolution of main ambient PM2.5 sources in Santiago, Chile, from 1998 to 2012","Barraza, F., Lambert, F., Jorquera, H.  et al.","05 potential effects or impact","Manzano, Carlos","Regulatory and Legal"
"3894","7361514","05/05/2021 12:08:43","Indoor PM2.5 in Santiago, Chile, spring 2012: Source apportionment and outdoor contributions","Barraza, F., Jorquera, H., Valdivia, G.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3895","7361513","05/07/2021 13:06:04","Short-term dynamics of indoor and outdoor endotoxin exposure: Case of Santiago, Chile, 2012","Barraza, F., Jorquera, H., Heyer, J.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3896","7361512","05/20/2021 00:39:05","Smoke-free air interventions in Seven Latin American countries: Health and financial impact to inform evidence-based policy implementation","Bardach, A., Rodríguez, M. B., Ciapponi, A.  et al.","05 potential effects or impact","Sanchez, Luis","Regulatory and Legal"
"3897","7361512","05/20/2021 00:39:05","Smoke-free air interventions in Seven Latin American countries: Health and financial impact to inform evidence-based policy implementation","Bardach, A., Rodríguez, M. B., Ciapponi, A.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3898","7361512","05/20/2021 00:39:05","Smoke-free air interventions in Seven Latin American countries: Health and financial impact to inform evidence-based policy implementation","Bardach, A., Rodríguez, M. B., Ciapponi, A.  et al.","05 potential effects or impact","Sanchez, Luis","Economic"
"3899","7361508","07/06/2021 15:26:34","Meningococcal disease in the Metropolitan Region of Chile and its correlation with environmental factors","Bahamonde, C., Stuardo, V., Hott-Harvey, B.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3900","7361507","07/20/2021 12:40:42","Aircraft observations of NO, NOy, CO, and O3 in the upper troposphere from 60°N to 60°S - Interhemispheric differences at mitlatitudes","Baehr, J., Schlager, H., Ziereis, H.  et al.","05 potential effects or impact","Manzano, Carlos","Climate"
"3901","7361506","05/14/2021 10:40:24","Respiratory parameters at varied altitudes in intermittent mining work","Bacaloni, A., Zamora Saà, M. C., Sinibaldi, F.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3902","7361504","07/13/2021 18:23:54","The influence of respiratory virus infections and environmental conditions on pediatric health care demand during winter-2002 in Santiago, Chile","Avendaño C, L. F., Parra V, J., Padilla V, C.  et al.","05 potential effects or impact","Manzano, Carlos","Human health"
"3903","7361503","04/30/2021 01:11:18","Influence of respiratory viruses, cold weather and air pollution in the incidence of lower respiratory tract infections in infants children","Avendaño C, L. F., Céspedes L, A., Stecher G, X.  et al.","05 potential effects or impact","Manzano, Carlos","Human health"
"3904","7361502","06/19/2021 18:30:29","Aerosol composition and source apportionment in Santiago de Chile","Artaxo, P., Oyola, P., Martinez, R.  et al.","05 potential effects or impact","Manzano, Carlos","Human health"
"3905","7361501","07/06/2021 14:49:26","Analysis of atmospheric aerosols by PIXE: the importance of real time and complementary measurements","Artaxo, P., Castanho, A. D., Yamasoe, M. A.  et al.","05 potential effects or impact","Sanchez, Luis","Others potential effects or impact"
"3906","7361500","07/14/2021 11:51:06","Post-occupancy evaluation of state schools in 5 climatic zones of Chile","Armijo, G., Whitman, C. J., Casals, R. ","05 potential effects or impact","Manzano, Carlos","Human health"
"3907","7361499","05/07/2021 15:20:33","Characterizing exposure to household air pollution within the Prospective Urban Rural Epidemiology (PURE) study","Arku, R. E., Birch, A., Shupler, M.  et al.","05 potential effects or impact","Sanchez, Luis","Human health"
"3908","7361498","06/04/2021 13:12:52","Assessment of Anthropogenic Volatile Organic Compounds in Leaves of Two Urban Tree Species in Santiago de Chile","Araya, M., Seelenfreund, D., Buscaglia, M.  et al.","05 potential effects or impact","Sanchez, Luis","Ecological"
"3909","7361497","06/30/2021 18:22:45","Environmental pricing of externalities from different sources of electricity generation in Chile","Aravena, C., Hutchinson, W. G., Longo, A. ","05 potential effects or impact","Sanchez, Luis","Regulatory and Legal"
"3910","7361497","06/30/2021 18:22:45","Environmental pricing of externalities from different sources of electricity generation in Chile","Aravena, C., Hutchinson, W. G., Longo, A. ","05 potential effects or impact","Sanchez, Luis","Economic"
"3911","7361496","05/10/2021 22:33:50","Surface ozone in the Southern Hemisphere: 20 years of data from a site with a unique setting in El Tololo, Chile","Anet, J. G., Steinbacher, M., Gallardo, L.  et al.","05 potential effects or impact","Sanchez, Luis","Climate"
