"","X","ActiveScreener.Id","Time.of.Screening","Title","Authors","question","answers"
"2223","3157","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers10","HM"
"2224","3157","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers10","PM"
"2225","3157","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers10","AC"
"2226","3159","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers12","MIC"
"2227","3160","8720462","12/17/2021 14:20:51","The importance of simulated lung fluid (SLF) extractions for a more relevant evaluation of the oxidative potential of particulate matter","Calas, A, Uzu, G, Martins, JMF  et al.","Answers13","France"
"2228","3162","8720461","10/26/2021 15:06:42","Chemical Characteristics and Oxidative Potential of Particulate Matter Emissions from Gasoline, Diesel, and Biodiesel Cars","Cheung, KL, Polidori, A, Ntziachristos, L  et al.","Answers02","MAT"
"2229","3164","8720461","10/26/2021 15:06:42","Chemical Characteristics and Oxidative Potential of Particulate Matter Emissions from Gasoline, Diesel, and Biodiesel Cars","Cheung, KL, Polidori, A, Ntziachristos, L  et al.","Answers04","HEA"
"2230","3169","8720461","10/26/2021 15:06:42","Chemical Characteristics and Oxidative Potential of Particulate Matter Emissions from Gasoline, Diesel, and Biodiesel Cars","Cheung, KL, Polidori, A, Ntziachristos, L  et al.","Answers09","CHE"
"2231","3170","8720461","10/26/2021 15:06:42","Chemical Characteristics and Oxidative Potential of Particulate Matter Emissions from Gasoline, Diesel, and Biodiesel Cars","Cheung, KL, Polidori, A, Ntziachristos, L  et al.","Answers10","AC"
"2232","3170","8720461","10/26/2021 15:06:42","Chemical Characteristics and Oxidative Potential of Particulate Matter Emissions from Gasoline, Diesel, and Biodiesel Cars","Cheung, KL, Polidori, A, Ntziachristos, L  et al.","Answers10","PM"
"2233","3173","8720461","10/26/2021 15:06:42","Chemical Characteristics and Oxidative Potential of Particulate Matter Emissions from Gasoline, Diesel, and Biodiesel Cars","Cheung, KL, Polidori, A, Ntziachristos, L  et al.","Answers13","Greece"
"2234","3175","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers02","EXA"
"2235","3175","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers02","EOM"
"2236","3178","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers05","CEL"
"2237","3179","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers06","DTT"
"2238","3179","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers06","GSH"
"2239","3179","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers06","DCFH"
"2240","3179","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers06","UA"
"2241","3182","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers09","CHE"
"2242","3182","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers09","CON"
"2243","3183","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers10","PM"
"2244","3186","8720460","02/24/2022 14:20:52","Toxicity of particulate matter from incineration of nanowaste","Vejerano, EP, Ma, YJ, Holder, AL  et al.","Answers13","United States"
"2245","3188","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers02","EXA"
"2246","3191","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers05","CEL"
"2247","3192","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers06","DTT"
"2248","3193","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers07","TRA"
"2249","3193","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers07","DOM"
"2250","3195","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers09","CON"
"2251","3195","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers09","TOX"
"2252","3196","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers10","BIE"
"2253","3196","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers10","PM"
"2254","3199","8720459","12/30/2021 14:09:09","Oxidative Potential, Cytotoxicity, and Intracellular Oxidative Stress Generating Capacity of PM10: A Case Study in South of Italy","Lionetto, MG, Guascito, MR, Giordano, ME  et al.","Answers13","EUR"
"2255","3201","8720458","03/02/2022 19:02:52","Oxidative stress and lipid mediators induced in alveolar macrophages by ultrafine particles","Beck-Speier, I, Dayal, N, Karg, E  et al.","Answers02","EXA"
"2256","3208","8720458","03/02/2022 19:02:52","Oxidative stress and lipid mediators induced in alveolar macrophages by ultrafine particles","Beck-Speier, I, Dayal, N, Karg, E  et al.","Answers09","TOX"
"2257","3208","8720458","03/02/2022 19:02:52","Oxidative stress and lipid mediators induced in alveolar macrophages by ultrafine particles","Beck-Speier, I, Dayal, N, Karg, E  et al.","Answers09","PHM"
"2258","3209","8720458","03/02/2022 19:02:52","Oxidative stress and lipid mediators induced in alveolar macrophages by ultrafine particles","Beck-Speier, I, Dayal, N, Karg, E  et al.","Answers10","BIE"
"2259","3212","8720458","03/02/2022 19:02:52","Oxidative stress and lipid mediators induced in alveolar macrophages by ultrafine particles","Beck-Speier, I, Dayal, N, Karg, E  et al.","Answers13","Germany"
"2260","3212","8720458","03/02/2022 19:02:52","Oxidative stress and lipid mediators induced in alveolar macrophages by ultrafine particles","Beck-Speier, I, Dayal, N, Karg, E  et al.","Answers13","EUR"
"2261","3212","8720458","03/02/2022 19:02:52","Oxidative stress and lipid mediators induced in alveolar macrophages by ultrafine particles","Beck-Speier, I, Dayal, N, Karg, E  et al.","Answers13","NAM"
"2262","3221","8720457","02/28/2022 20:18:01","A Novel High-Throughput Approach to Measure Hydroxyl Radicals Induced by Airborne Particulate Matter","Son, Y, Mishin, V, Welsh, W  et al.","Answers09","CON"
"2263","3221","8720457","02/28/2022 20:18:01","A Novel High-Throughput Approach to Measure Hydroxyl Radicals Induced by Airborne Particulate Matter","Son, Y, Mishin, V, Welsh, W  et al.","Answers09","OT09"
"2264","3222","8720457","02/28/2022 20:18:01","A Novel High-Throughput Approach to Measure Hydroxyl Radicals Induced by Airborne Particulate Matter","Son, Y, Mishin, V, Welsh, W  et al.","Answers10","HM"
"2265","3222","8720457","02/28/2022 20:18:01","A Novel High-Throughput Approach to Measure Hydroxyl Radicals Induced by Airborne Particulate Matter","Son, Y, Mishin, V, Welsh, W  et al.","Answers10","PM"
"2266","3225","8720457","02/28/2022 20:18:01","A Novel High-Throughput Approach to Measure Hydroxyl Radicals Induced by Airborne Particulate Matter","Son, Y, Mishin, V, Welsh, W  et al.","Answers13","United States"
"2267","3226","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers01","PUB"
"2268","3227","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers02","EXA"
"2269","3229","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers04","RAL"
"2270","3232","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers07","TRA"
"2271","3232","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers07","ICE"
"2272","3232","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers07","DOM"
"2273","3234","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers09","PHM"
"2274","3234","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers09","CHE"
"2275","3234","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers09","TOX"
"2276","3235","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers10","HM"
"2277","3235","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers10","PM"
"2278","3238","8720456","02/25/2022 15:44:25","Urban trees for biomonitoring atmospheric particulate matter: An integrated approach combining plant functional traits, magnetic and chemical properties","Fusaro, L, Salvatori, E, Winkler, A  et al.","Answers13","EUR"
"2279","3242","8720455","11/18/2021 20:32:44","Electrochemical dithiothreitol assay for large-scale particulate matter studies","Berg, KE, Turner, LR, Benka-Coker, ML  et al.","Answers04","TED"
"2280","3247","8720455","11/18/2021 20:32:44","Electrochemical dithiothreitol assay for large-scale particulate matter studies","Berg, KE, Turner, LR, Benka-Coker, ML  et al.","Answers09","CON"
"2281","3251","8720455","11/18/2021 20:32:44","Electrochemical dithiothreitol assay for large-scale particulate matter studies","Berg, KE, Turner, LR, Benka-Coker, ML  et al.","Answers13","Honduras"
"2282","3254","8720454","12/16/2021 14:39:08","Development of an antioxidant assay to study oxidative potential of airborne particulate matter","Shahpoury, P, Harner, T, Lammel, G  et al.","Answers03","REM"
"2283","3257","8720454","12/16/2021 14:39:08","Development of an antioxidant assay to study oxidative potential of airborne particulate matter","Shahpoury, P, Harner, T, Lammel, G  et al.","Answers06","AA"
"2284","3257","8720454","12/16/2021 14:39:08","Development of an antioxidant assay to study oxidative potential of airborne particulate matter","Shahpoury, P, Harner, T, Lammel, G  et al.","Answers06","GSH"
"2285","3257","8720454","12/16/2021 14:39:08","Development of an antioxidant assay to study oxidative potential of airborne particulate matter","Shahpoury, P, Harner, T, Lammel, G  et al.","Answers06","DTT"
"2286","3257","8720454","12/16/2021 14:39:08","Development of an antioxidant assay to study oxidative potential of airborne particulate matter","Shahpoury, P, Harner, T, Lammel, G  et al.","Answers06","RTLF"
"2287","3260","8720454","12/16/2021 14:39:08","Development of an antioxidant assay to study oxidative potential of airborne particulate matter","Shahpoury, P, Harner, T, Lammel, G  et al.","Answers09","CHE"
